class,precision,recall,f1-score,accuracy,support,samples_per_class,fold,model
M2,0.2654260528893242,0.5579958819492107,0.3597345132743363,0.8993251234954428,1457.0,20,3,MAPS
Mast,0.08991825613079019,0.14887218045112782,0.11211778029445074,0.9454532804564113,665.0,20,3,MAPS
Monocyte,0.2465259907359753,0.3465991316931983,0.2881203007518797,0.9176581089542893,1382.0,20,3,MAPS
NK,0.44022011005502754,0.5994550408719346,0.5076434958177097,0.940617825088708,1468.0,20,3,MAPS
Neutrophil,0.0,0.0,0.0,0.9757531482641063,688.0,20,3,MAPS
Other,0.26886145404663925,0.38393731635651324,0.31625655506252526,0.9410352744729702,1021.0,20,3,MAPS
Treg,0.30704225352112674,0.6497764530551415,0.41702534672405545,0.9575941000487024,671.0,20,3,MAPS
Tumor,0.6353198469108803,0.7033898305084746,0.6676242459063487,0.9597509218673902,1652.0,20,3,MAPS
overall,0.2736842074535057,0.3286148975448907,0.28225512999967645,0.35354484102135947,,20,3,MAPS
B,0.6828143021914648,0.7308641975308642,0.7060226595110316,0.931399151186252,3240.0,100,3,MAPS
CD4 T,0.7769230769230769,0.4715848452508004,0.5869168188610328,0.8268976553259584,7496.0,100,3,MAPS
CD8 T,0.8276392736226531,0.7652248150256118,0.7952092266745527,0.9518193835664093,3514.0,100,3,MAPS
DC,0.5850622406639004,0.5853658536585366,0.5852140077821011,0.9443748695470674,1927.0,100,3,MAPS
Endothelial,0.861328125,0.7599080987937966,0.8074458346048214,0.9780491198775482,1741.0,100,3,MAPS
Epithelial,0.45354523227383864,0.8244444444444444,0.5851735015772871,0.981701801989842,450.0,100,3,MAPS
Lymphatic,0.6751322751322751,0.8461538461538461,0.7510300176574456,0.985284909204759,754.0,100,3,MAPS
M1,0.3401639344262295,0.6693548387096774,0.45108695652173914,0.9648646768246016,620.0,100,3,MAPS
M2,0.5775910364145658,0.7076183939601922,0.636027143738433,0.9589508105475545,1457.0,100,3,MAPS
Mast,0.754601226993865,0.924812030075188,0.831081081081081,0.9913031378278717,665.0,100,3,MAPS
Monocyte,0.5328102710413695,0.540520984081042,0.5366379310344828,0.955124191191818,1382.0,100,3,MAPS
NK,0.7388679245283019,0.6668937329700273,0.7010383100608665,0.9709524803450915,1468.0,100,3,MAPS
Neutrophil,0.5670538542766631,0.7805232558139535,0.6568807339449542,0.9804842412857441,688.0,100,3,MAPS
Other,0.4907038512616202,0.7238001958863859,0.5848832607835378,0.9635079663257496,1021.0,100,3,MAPS
Treg,0.38227146814404434,0.8226527570789866,0.5219858156028369,0.9648298893759132,671.0,100,3,MAPS
Tumor,0.7936946902654868,0.8686440677966102,0.8294797687861272,0.9794754052737772,1652.0,100,3,MAPS
overall,0.6275126739474597,0.7305228973268727,0.6603820667638957,0.6645098448479788,,100,3,MAPS
B,0.7014441497200118,0.7345679012345679,0.7176240012060907,0.9348431086064148,3240.0,100,4,MAPS
CD4 T,0.7932078736751027,0.4891942369263607,0.6051654426932915,0.8335420580254644,7496.0,100,4,MAPS
CD8 T,0.8325015595757954,0.7595332953898691,0.7943452380952383,0.9519237459124748,3514.0,100,4,MAPS
DC,0.5369630369630369,0.5578619615983393,0.5472130313056758,0.938113128783135,1927.0,100,4,MAPS
Endothelial,0.8031980319803198,0.7501435956346927,0.7757647757647758,0.9737354762401725,1741.0,100,4,MAPS
Epithelial,0.39919354838709675,0.88,0.5492371705963938,0.9773881583524664,450.0,100,4,MAPS
Lymphatic,0.7405714285714285,0.8594164456233422,0.7955801104972374,0.9884157795867251,754.0,100,4,MAPS
M1,0.3905982905982906,0.7370967741935484,0.5106145251396649,0.9695261949488625,620.0,100,4,MAPS
M2,0.6794478527607362,0.608098833218943,0.6417964505613908,0.9655952132470604,1457.0,100,4,MAPS
Mast,0.8121387283236994,0.8451127819548873,0.8282977155490052,0.9918945244555765,665.0,100,4,MAPS
Monocyte,0.5835172921265637,0.5738060781476122,0.578620941262313,0.9598204967647672,1382.0,100,4,MAPS
NK,0.7366946778711485,0.7166212534059946,0.7265193370165747,0.9724483406386976,1468.0,100,4,MAPS
Neutrophil,0.6346396965865992,0.7296511627906976,0.6788370520622042,0.9834759618729563,688.0,100,4,MAPS
Other,0.37996031746031744,0.7502448579823702,0.504445176160685,0.9476448897237877,1021.0,100,4,MAPS
Treg,0.34617854849068724,0.8032786885245902,0.48384201077199285,0.9599944340082098,671.0,100,4,MAPS
Tumor,0.8165887850467289,0.8462469733656174,0.83115338882283,0.9802407291449245,1652.0,100,4,MAPS
overall,0.6366777386335977,0.7275546774994646,0.6605660229690853,0.6643011201558477,,100,4,MAPS
B,0.6947483588621444,0.7839506172839507,0.736658932714617,0.93682599318166,3240.0,100,5,MAPS
CD4 T,0.8198179561439801,0.5286819637139808,0.6428223844282238,0.846796075975788,7496.0,100,5,MAPS
CD8 T,0.8347107438016529,0.8047808764940239,0.8194726166328601,0.9566548389341125,3514.0,100,5,MAPS
DC,0.5746031746031746,0.5635703165542294,0.569033272203301,0.9427746469073958,1927.0,100,5,MAPS
Endothelial,0.7923162583518931,0.8173463526708789,0.8046366977664687,0.9759618729562374,1741.0,100,5,MAPS
Epithelial,0.5228571428571429,0.8133333333333334,0.6365217391304349,0.9854588464482015,450.0,100,5,MAPS
Lymphatic,0.786472148541114,0.786472148541114,0.786472148541114,0.9887984415222988,754.0,100,5,MAPS
M1,0.29127358490566035,0.7967741935483871,0.4265975820379965,0.9538022681416545,620.0,100,5,MAPS
M2,0.7790948275862069,0.4962251201098147,0.6062893081761006,0.9673345856814861,1457.0,100,5,MAPS
Mast,0.7509433962264151,0.8977443609022556,0.8178082191780823,0.9907465386488555,665.0,100,5,MAPS
Monocyte,0.5084626234132581,0.5217076700434153,0.515,0.9527586446809991,1382.0,100,5,MAPS
NK,0.7043363994743759,0.7302452316076294,0.7170568561872909,0.9705698184095178,1468.0,100,5,MAPS
Neutrophil,0.49770431588613406,0.7877906976744186,0.6100168823860438,0.9758922980588604,688.0,100,5,MAPS
Other,0.486712224753227,0.6278158667972575,0.5483319076133447,0.9632644541849301,1021.0,100,5,MAPS
Treg,0.3667348329925017,0.8017883755588674,0.5032740879326473,0.963055729492799,671.0,100,5,MAPS
Tumor,0.8729946524064172,0.7905569007263923,0.8297331639135961,0.9813539275029569,1652.0,100,5,MAPS
overall,0.6427364150503311,0.7217990015974969,0.6606078624276326,0.6760244903638767,,100,5,MAPS
B,0.7165807820551683,0.7296296296296296,0.7230463373604527,0.9369999304251027,3240.0,100,2,MAPS
CD4 T,0.8027901077996196,0.5066702241195304,0.6212480575774925,0.8388993251234954,7496.0,100,2,MAPS
CD8 T,0.8035973310124747,0.78827546955037,0.7958626634104295,0.9505670354136228,3514.0,100,2,MAPS
DC,0.614206981016534,0.5204981837052413,0.5634831460674158,0.9459403047380505,1927.0,100,2,MAPS
Endothelial,0.8207726409119696,0.7443997702469844,0.7807228915662651,0.9746747373547624,1741.0,100,2,MAPS
Epithelial,0.3978021978021978,0.8044444444444444,0.5323529411764706,0.9778751826341057,450.0,100,2,MAPS
Lymphatic,0.6331707317073171,0.8607427055702918,0.7296233839235525,0.9832672371808252,754.0,100,2,MAPS
M1,0.32108843537414966,0.7612903225806451,0.4516746411483254,0.9601335838029639,620.0,100,2,MAPS
M2,0.6992952231793266,0.6129032258064516,0.6532553035844916,0.9670214986432895,1457.0,100,2,MAPS
Mast,0.6637837837837838,0.9233082706766917,0.7723270440251573,0.9874069435747582,665.0,100,2,MAPS
Monocyte,0.5838557993730408,0.5390738060781476,0.5605718585402558,0.9593682599318166,1382.0,100,2,MAPS
NK,0.7108910891089109,0.7336512261580381,0.7220918538384177,0.9711612050372226,1468.0,100,2,MAPS
Neutrophil,0.5920177383592018,0.7761627906976745,0.6716981132075472,0.9818409517845961,688.0,100,2,MAPS
Other,0.4662813102119461,0.7110675808031341,0.5632273079906905,0.9608293327767341,1021.0,100,2,MAPS
Treg,0.374738311235171,0.8002980625931445,0.5104562737642586,0.9641689278508314,671.0,100,2,MAPS
Tumor,0.8234295415959253,0.8807506053268765,0.8511260602515355,0.9822931886175468,1652.0,100,2,MAPS
overall,0.626518875282921,0.7308228948742059,0.6564229923395474,0.6712238224448619,,100,2,MAPS
B,0.35501923749562786,0.3132716049382716,0.33284144941793736,0.8584498712864399,3240.0,20,2,MAPS
CD4 T,0.551801297829492,0.3289754535752401,0.4122022565816966,0.7553398733736868,7496.0,20,2,MAPS
CD8 T,0.3255060728744939,0.22879908935685828,0.2687165775401069,0.8477701245390663,3514.0,20,2,MAPS
DC,0.2157303370786517,0.049818370524130774,0.08094435075885328,0.9241633618590412,1927.0,20,2,MAPS
Endothelial,0.20680628272251309,0.045376220562894885,0.07442298634008478,0.9316426633270716,1741.0,20,2,MAPS
Epithelial,0.057021831215379605,0.3888888888888889,0.09946007388462633,0.8897585751061017,450.0,20,2,MAPS
Lymphatic,0.14029438822447102,0.40450928381962864,0.20833333333333334,0.9193626939400265,754.0,20,2,MAPS
M1,0.16507936507936508,0.33548387096774196,0.22127659574468084,0.9490711751200167,620.0,20,2,MAPS
M2,0.14065180102915953,0.05628002745367193,0.0803921568627451,0.9347387462603493,1457.0,20,2,MAPS
Mast,0.10020661157024793,0.14586466165413534,0.11879975505205144,0.9499408613372295,665.0,20,2,MAPS
Monocyte,0.30445544554455445,0.35600578871201155,0.32821881254169444,0.9299380783413345,1382.0,20,2,MAPS
NK,0.5077208153180975,0.5599455040871935,0.5325558794946549,0.9498017115424755,1468.0,20,2,MAPS
Neutrophil,0.4315068493150685,0.36627906976744184,0.39622641509433965,0.9732832394072218,688.0,20,2,MAPS
Other,0.2344388914129941,0.5053868756121449,0.3202979515828677,0.9238154873721561,1021.0,20,2,MAPS
Treg,0.2547307132459971,0.7824143070044709,0.3843338213762812,0.9414875113059208,671.0,20,2,MAPS
Tumor,0.6153071500503524,0.7397094430992736,0.6717976910390324,0.9584637862659152,1652.0,20,2,MAPS
overall,0.2878923181254041,0.3504380287514999,0.28317625666531165,0.3185138801920267,,20,2,MAPS
B,0.27882037533512066,0.25679012345679014,0.2673521850899743,0.8413692339803799,3240.0,20,5,MAPS
CD4 T,0.48455710955710957,0.4437033084311633,0.4632311977715877,0.7318583455089404,7496.0,20,5,MAPS
CD8 T,0.3230769230769231,0.00597609561752988,0.01173512154233026,0.8769567939887288,3514.0,20,5,MAPS
DC,0.0,0.0,0.0,0.9329645863772351,1927.0,20,5,MAPS
Endothelial,0.5458187280921382,0.6260769672601952,0.5831995719636168,0.9458011549432964,1741.0,20,5,MAPS
Epithelial,0.07651515151515151,0.22444444444444445,0.11412429378531071,0.9454532804564113,450.0,20,5,MAPS
Lymphatic,0.10025706940874037,0.05172413793103448,0.06824146981627296,0.9629513671467335,754.0,20,5,MAPS
M1,0.09797297297297297,0.1403225806451613,0.11538461538461539,0.9535935434495234,620.0,20,5,MAPS
M2,0.42334739803094235,0.4131777625257378,0.4182007641542202,0.9417310234467404,1457.0,20,5,MAPS
Mast,0.20652173913043478,0.11428571428571428,0.1471442400774443,0.9693522577054199,665.0,20,5,MAPS
Monocyte,0.3158347676419966,0.2655571635311143,0.28852201257861637,0.9370347178737911,1382.0,20,5,MAPS
NK,0.5012210012210012,0.5592643051771117,0.528654217643271,0.9490711751200167,1468.0,20,5,MAPS
Neutrophil,0.38619854721549635,0.4636627906976744,0.42140026420079263,0.9695261949488625,688.0,20,5,MAPS
Other,0.14707813525935653,0.6581782566111655,0.24042933810375672,0.852292492868573,1021.0,20,5,MAPS
Treg,0.2111987974445697,0.8375558867362146,0.33733493397358943,0.9231893132957629,671.0,20,5,MAPS
Tumor,0.44318895166352795,0.42736077481840196,0.43513097072419105,0.9362346065539553,1652.0,20,5,MAPS
overall,0.2838504792228426,0.3430050195105908,0.27750532480059936,0.33469004383218537,,20,5,MAPS
B,0.41460470730235366,0.6361111111111111,0.5020094994519546,0.8577541223126696,3240.0,30,1,MAPS
CD4 T,0.5236502627806976,0.29242262540021347,0.3752782057866804,0.7461211994712308,7496.0,30,1,MAPS
CD8 T,0.35302806499261447,0.13602731929425158,0.19638455217748563,0.8639115007305365,3514.0,30,1,MAPS
DC,0.3150582050319189,0.4353918007265179,0.3655773420479303,0.8986989494190496,1927.0,30,1,MAPS
Endothelial,0.7880434782608695,0.6662837449741528,0.7220666044195456,0.9689348083211577,1741.0,30,1,MAPS
Epithelial,0.38898756660746003,0.4866666666666667,0.43237907206317866,0.9799972170041049,450.0,30,1,MAPS
Lymphatic,0.7223065250379362,0.6312997347480106,0.6737438075017692,0.9839629861545954,754.0,30,1,MAPS
M1,0.26124031007751936,0.5435483870967742,0.35287958115183243,0.9570027134209977,620.0,30,1,MAPS
M2,0.3181818181818182,0.31228551818805766,0.31520609629373053,0.9312252139428094,1457.0,30,1,MAPS
Mast,0.4610318331503842,0.631578947368421,0.532994923857868,0.9743964377652543,665.0,30,1,MAPS
Monocyte,0.41986062717770034,0.17438494934876989,0.2464212678936605,0.9487233006331316,1382.0,30,1,MAPS
NK,0.5825589706933524,0.5551771117166212,0.5685385420299965,0.9569679259723092,1468.0,30,1,MAPS
Neutrophil,0.4860724233983287,0.5072674418604651,0.49644381223328593,0.9753704863285326,688.0,30,1,MAPS
Other,0.27335640138408307,0.5416258570029383,0.36333771353482264,0.9325819244416614,1021.0,30,1,MAPS
Treg,0.29259896729776247,0.7600596125186289,0.42253521126760557,0.9515062965282126,671.0,30,1,MAPS
Tumor,0.4960573476702509,0.837772397094431,0.6231427285006753,0.9417658108954289,1652.0,30,1,MAPS
overall,0.4435398443153156,0.509243951569752,0.4493086850132514,0.43446044667084116,,30,1,MAPS
B,0.0,0.0,0.0,0.8872886662492173,3240.0,15,4,MAPS
CD4 T,0.3880399258016076,0.5860458911419424,0.4669182122548759,0.6510471022055242,7496.0,15,4,MAPS
CD8 T,0.0,0.0,0.0,0.8777569053085646,3514.0,15,4,MAPS
DC,0.13709981167608287,0.18889465490399585,0.1588825840244435,0.8659291727544702,1927.0,15,4,MAPS
Endothelial,0.119649477586788,0.20390580126364158,0.1508071367884452,0.8609197801433243,1741.0,15,4,MAPS
Epithelial,0.0,0.0,0.0,0.9843456480901691,450.0,15,4,MAPS
Lymphatic,0.0,0.0,0.0,0.9737354762401725,754.0,15,4,MAPS
M1,0.04864311315924219,0.3064516129032258,0.08395934600088378,0.8557712377374244,620.0,15,4,MAPS
M2,0.0832072617246596,0.03774879890185312,0.05193578847969783,0.9301468030334655,1457.0,15,4,MAPS
Mast,0.06558849955076371,0.10977443609022557,0.08211473565804275,0.9432268837403465,665.0,15,4,MAPS
Monocyte,0.0,0.0,0.0,0.9519237459124748,1382.0,15,4,MAPS
NK,0.37271341463414637,0.33310626702997276,0.35179856115107916,0.9373130174632992,1468.0,15,4,MAPS
Neutrophil,0.3672922252010724,0.39825581395348836,0.38214783821478376,0.9691783204619773,688.0,15,4,MAPS
Other,0.12526690391459075,0.17238001958863858,0.14509480626545754,0.9278508314200237,1021.0,15,4,MAPS
Treg,0.0,0.0,0.0,0.9766576219300076,671.0,15,4,MAPS
Tumor,0.34261000376081235,0.551452784503632,0.42263975875666904,0.9134140402142907,1652.0,15,4,MAPS
overall,0.12813191481311037,0.18050100501753852,0.14351867297464865,0.253252626452376,,15,4,MAPS
B,0.0,0.0,0.0,0.8872886662492173,3240.0,15,3,MAPS
CD4 T,0.43929983060417843,0.3113660618996798,0.36443125927082515,0.7167953802268142,7496.0,15,3,MAPS
CD8 T,0.3112667091024825,0.27831531018782013,0.2938701923076923,0.8364989911639881,3514.0,15,3,MAPS
DC,0.21205643437366395,0.25739491437467565,0.23253633380215658,0.8861058929938078,1927.0,15,3,MAPS
Endothelial,0.11435977190254018,0.633543940264216,0.19374670648164413,0.680651221039449,1741.0,15,3,MAPS
Epithelial,0.0,0.0,0.0,0.9843456480901691,450.0,15,3,MAPS
Lymphatic,0.0,0.0,0.0,0.9737702636888611,754.0,15,3,MAPS
M1,0.0,0.0,0.0,0.9784317818131218,620.0,15,3,MAPS
M2,0.12727993655828707,0.22031571722717913,0.16134707212867552,0.8839142837264315,1457.0,15,3,MAPS
Mast,0.0,0.0,0.0,0.9768663466221388,665.0,15,3,MAPS
Monocyte,0.0,0.0,0.0,0.9519237459124748,1382.0,15,3,MAPS
NK,0.2856280193236715,0.6444141689373297,0.3958158995815899,0.8995338481875739,1468.0,15,3,MAPS
Neutrophil,0.0,0.0,0.0,0.976066235302303,688.0,15,3,MAPS
Other,0.0,0.0,0.0,0.9644820148890281,1021.0,15,3,MAPS
Treg,0.23291015625,0.7108792846497765,0.35086428834130196,0.9386001530647742,671.0,15,3,MAPS
Tumor,0.2752941176470588,0.07082324455205811,0.11266249398170437,0.9358867320670702,1652.0,15,3,MAPS
overall,0.12488093598511765,0.19544079013079596,0.13157964036847436,0.2355806025186113,,15,3,MAPS
B,0.7599231754161332,0.7327160493827161,0.7460716530483972,0.9437834829193626,3240.0,200,2,MAPS
CD4 T,0.8209197475202885,0.6072572038420491,0.6981059734682924,0.8630418145133236,7496.0,200,2,MAPS
CD8 T,0.8683404776484996,0.807057484348321,0.8365781710914454,0.9614555068531274,3514.0,200,2,MAPS
DC,0.6402203856749311,0.6030098598858329,0.621058257616248,0.9506713977596883,1927.0,200,2,MAPS
Endothelial,0.8295964125560538,0.8500861573808156,0.8397163120567376,0.98034509149099,1741.0,200,2,MAPS
Epithelial,0.5686567164179105,0.8466666666666667,0.6803571428571429,0.9875460933695123,450.0,200,2,MAPS
Lymphatic,0.5925612848689772,0.9297082228116711,0.7237996902426432,0.9813887149516455,754.0,200,2,MAPS
M1,0.37269076305220883,0.7483870967741936,0.4975871313672922,0.9674041605788631,620.0,200,2,MAPS
M2,0.7520661157024794,0.6870281400137268,0.7180774748923959,0.9726570653308286,1457.0,200,2,MAPS
Mast,0.7976653696498055,0.924812030075188,0.8565459610027855,0.9928337855701663,665.0,200,2,MAPS
Monocyte,0.6005606166783461,0.6201157742402316,0.6101815592737629,0.961907743686078,1382.0,200,2,MAPS
NK,0.7254545454545455,0.8153950953678474,0.7677998717126363,0.9748138871495164,1468.0,200,2,MAPS
Neutrophil,0.6594982078853047,0.8023255813953488,0.7239344262295081,0.985354484102136,688.0,200,2,MAPS
Other,0.6554121151936445,0.6464250734573947,0.650887573964497,0.9753704863285326,1021.0,200,2,MAPS
Treg,0.40175310445580714,0.819672131147541,0.5392156862745098,0.9672997982327977,671.0,200,2,MAPS
Tumor,0.8403019744483159,0.87590799031477,0.8577356253704801,0.9833020246295137,1652.0,200,2,MAPS
overall,0.6803513132889532,0.7697856598190197,0.7104782819042984,0.7245877687330411,,200,2,MAPS
B,0.7424152290303391,0.7703703703703704,0.7561345046955468,0.9439922076114938,3240.0,200,5,MAPS
CD4 T,0.817135989010989,0.634871931696905,0.7145645645645646,0.8677381200862728,7496.0,200,5,MAPS
CD8 T,0.906301550643352,0.7817302219692658,0.8394194041252865,0.9634383914283726,3514.0,200,5,MAPS
DC,0.6447700859019707,0.6621691748832382,0.6533538146441373,0.9528977944757532,1927.0,200,5,MAPS
Endothelial,0.8024494142705005,0.8655944859276278,0.8328267477203647,0.9789535935434496,1741.0,200,5,MAPS
Epithelial,0.5092250922509225,0.92,0.6555819477434679,0.9848674598204967,450.0,200,5,MAPS
Lymphatic,0.7339743589743589,0.9111405835543767,0.8130177514792899,0.9890071662144299,754.0,200,5,MAPS
M1,0.41831238779174146,0.7516129032258064,0.5374855824682814,0.9721004661518124,620.0,200,5,MAPS
M2,0.6780551905387647,0.7083047357584077,0.6928499496475327,0.9681694844500104,1457.0,200,5,MAPS
Mast,0.8232876712328767,0.9037593984962407,0.8616487455197134,0.9932860224031169,665.0,200,5,MAPS
Monocyte,0.6588235294117647,0.5672937771345875,0.609642301710731,0.9650734015167327,1382.0,200,5,MAPS
NK,0.8100558659217877,0.69141689373297,0.7460492466005145,0.9759618729562374,1468.0,200,5,MAPS
Neutrophil,0.5841784989858012,0.8372093023255814,0.6881720430107526,0.9818409517845961,688.0,200,5,MAPS
Other,0.6039682539682539,0.7453476983349657,0.6672512056115739,0.9735963264454185,1021.0,200,5,MAPS
Treg,0.44238517324738114,0.8181818181818182,0.5742677824267782,0.9716830167675503,671.0,200,5,MAPS
Tumor,0.8801475107559926,0.8668280871670703,0.8734370234827691,0.9855632087942671,1652.0,200,5,MAPS
overall,0.6909678626210498,0.777239461422452,0.7197314134657065,0.7340847422250052,,200,5,MAPS
B,0.30108108108108106,0.17191358024691358,0.218860510805501,0.8616851040144716,3240.0,15,2,MAPS
CD4 T,0.44842562432138977,0.3305763073639274,0.3805866994317309,0.7194044388784526,7496.0,15,2,MAPS
CD8 T,0.36029562718127695,0.49943084803642573,0.41860465116279066,0.8304111876434982,3514.0,15,2,MAPS
DC,0.23337795626952254,0.27140633108458745,0.2509596928982726,0.8913935851944619,1927.0,15,2,MAPS
Endothelial,0.6961023142509135,0.6565192418150488,0.6757315991723324,0.961838168788701,1741.0,15,2,MAPS
Epithelial,0.1387900355871886,0.08666666666666667,0.106703146374829,0.9772837960064009,450.0,15,2,MAPS
Lymphatic,0.21219887237314197,0.5490716180371353,0.30609981515711643,0.9347039588116608,754.0,15,2,MAPS
M1,0.31462925851703405,0.2532258064516129,0.28060768543342274,0.9719961038057469,620.0,15,2,MAPS
M2,0.19648093841642228,0.3218943033630748,0.24401664932362116,0.8989076741111807,1457.0,15,2,MAPS
Mast,0.38389830508474576,0.681203007518797,0.4910569105691057,0.9673345856814861,665.0,15,2,MAPS
Monocyte,0.3542757417102967,0.2937771345875543,0.3212025316455696,0.9403047380505114,1382.0,15,2,MAPS
NK,0.5189289012003694,0.38283378746594005,0.4406115248921991,0.9503583107214917,1468.0,15,2,MAPS
Neutrophil,0.3852040816326531,0.438953488372093,0.41032608695652173,0.9698044945383706,688.0,15,2,MAPS
Other,0.16580310880829016,0.0940254652301665,0.12000000000000001,0.9510192722465735,1021.0,15,2,MAPS
Treg,0.36491777603758807,0.6944858420268256,0.4784394250513347,0.9646559521324706,671.0,15,2,MAPS
Tumor,0.7142857142857143,0.6265133171912833,0.6675266043211868,0.964134140402143,1652.0,15,2,MAPS
overall,0.3617934585473518,0.3970310465911283,0.36320834582472095,0.3776177555138106,,15,2,MAPS
B,0.31805929919137466,0.21851851851851853,0.25905598243688255,0.8591108328115216,3240.0,15,5,MAPS
CD4 T,0.5774986638161411,0.28828708644610457,0.38458800498309303,0.7594100048702428,7496.0,15,5,MAPS
CD8 T,0.33160711203176246,0.5466704610130905,0.41280756419899,0.8098865929172755,3514.0,15,5,MAPS
DC,0.2142237640936687,0.12817851582771148,0.1603896103896104,0.9100396576915049,1927.0,15,5,MAPS
Endothelial,0.4521072796934866,0.6777713957495692,0.5424040450471156,0.9307381896611703,1741.0,15,5,MAPS
Epithelial,0.036904761904761905,0.06888888888888889,0.04806201550387597,0.9572810130105058,450.0,15,5,MAPS
Lymphatic,0.0,0.0,0.0,0.9737354762401725,754.0,15,5,MAPS
M1,0.7073170731707317,0.0467741935483871,0.08774583963691376,0.9790231684408266,620.0,15,5,MAPS
M2,0.35607675906183367,0.45847632120796156,0.4008400840084008,0.9305294649690392,1457.0,15,5,MAPS
Mast,0.05387647831800263,0.12330827067669173,0.07498856881572931,0.9296249913031378,665.0,15,5,MAPS
Monocyte,0.4034090909090909,0.05137481910274964,0.09114249037227214,0.9507409726570654,1382.0,15,5,MAPS
NK,0.4565667011375388,0.6014986376021798,0.519106407995297,0.9430877339455924,1468.0,15,5,MAPS
Neutrophil,0.20933977455716588,0.18895348837209303,0.19862490450725745,0.9635079663257496,688.0,15,5,MAPS
Other,0.25783619817997977,0.49951028403525954,0.3401133711237079,0.9311556390454324,1021.0,15,5,MAPS
Treg,0.22049835448989186,0.698956780923994,0.33523945675482486,0.9352953454393654,671.0,15,5,MAPS
Tumor,0.5807217473884141,0.7403147699757869,0.6508781266631186,0.9543588673206707,1652.0,15,5,MAPS
overall,0.32350269112149027,0.33359265199306165,0.28162415452731804,0.35876295832463645,,15,5,MAPS
B,0.7879478827361563,0.7466049382716049,0.7667194928684627,0.9487928755305086,3240.0,200,4,MAPS
CD4 T,0.8200447735491648,0.6352721451440768,0.715928737878674,0.8685382314061086,7496.0,200,4,MAPS
CD8 T,0.834593023255814,0.8170176437108708,0.8257118205349439,0.957837612189522,3514.0,200,4,MAPS
DC,0.7270980140935298,0.5889984431759211,0.650802752293578,0.957628887497391,1927.0,200,4,MAPS
Endothelial,0.8453802639849152,0.7725445146467548,0.8073229291716687,0.9776664579419745,1741.0,200,4,MAPS
Epithelial,0.4617044228694714,0.9511111111111111,0.6216412490922294,0.9818757392332846,450.0,200,4,MAPS
Lymphatic,0.7970479704797048,0.8594164456233422,0.8270580727504787,0.9905726014054129,754.0,200,4,MAPS
M1,0.34782608695652173,0.8,0.48484848484848486,0.9633340290823071,620.0,200,4,MAPS
M2,0.6617363344051447,0.7062457103637612,0.6832669322709163,0.9668127739511584,1457.0,200,4,MAPS
Mast,0.7518072289156627,0.9383458646616541,0.8347826086956521,0.9914075001739372,665.0,200,4,MAPS
Monocyte,0.6143396226415094,0.5890014471780028,0.6014037680088657,0.9624643428650943,1382.0,200,4,MAPS
NK,0.7335092348284961,0.7574931880108992,0.745308310991957,0.9735615389967299,1468.0,200,4,MAPS
Neutrophil,0.6488991888760139,0.813953488372093,0.7221147646679561,0.9850066096152508,688.0,200,4,MAPS
Other,0.6357206012378426,0.7042115572967679,0.6682156133828996,0.9751617616364016,1021.0,200,4,MAPS
Treg,0.4440589765828274,0.7630402384500745,0.5614035087719298,0.9721700410491895,671.0,200,4,MAPS
Tumor,0.8670886075949367,0.912227602905569,0.8890855457227139,0.9869199192931191,1652.0,200,4,MAPS
overall,0.6861751395629819,0.7722177711826564,0.7128509119969632,0.7298754609336952,,200,4,MAPS
B,0.7635547000320821,0.7345679012345679,0.748780871480258,0.9444444444444444,3240.0,200,3,MAPS
CD4 T,0.8453059673128088,0.5933831376734259,0.6972879761718138,0.865650873164962,7496.0,200,3,MAPS
CD8 T,0.8138827433628318,0.8375071143995447,0.8255259467040673,0.9567244138314897,3514.0,200,3,MAPS
DC,0.6012110726643599,0.7213284898806435,0.6558150507195093,0.9492451123634592,1927.0,200,3,MAPS
Endothelial,0.8724114896459586,0.7501435956346927,0.8066707844348363,0.9782230571209908,1741.0,200,3,MAPS
Epithelial,0.5201511335012594,0.9177777777777778,0.6639871382636656,0.9854588464482015,450.0,200,3,MAPS
Lymphatic,0.7521834061135371,0.9137931034482759,0.8251497005988024,0.9898420649829541,754.0,200,3,MAPS
M1,0.40804597701149425,0.6870967741935484,0.5120192307692307,0.9717525916649273,620.0,200,3,MAPS
M2,0.74079874706343,0.6492793411118737,0.692026335040234,0.9707089682042719,1457.0,200,3,MAPS
Mast,0.7482185273159145,0.9473684210526315,0.8360982083609821,0.9914075001739372,665.0,200,3,MAPS
Monocyte,0.6230712711241734,0.613603473227207,0.6183011301494714,0.9635775412231267,1382.0,200,3,MAPS
NK,0.761935905820798,0.7935967302452316,0.7774441107774441,0.9767967717247618,1468.0,200,3,MAPS
Neutrophil,0.6762860727728983,0.7834302325581395,0.7259259259259259,0.9858415083837752,688.0,200,3,MAPS
Other,0.5495978552278821,0.8031341821743389,0.6526064464783128,0.969630557294928,1021.0,200,3,MAPS
Treg,0.4385820280296785,0.7928464977645305,0.564755838641189,0.9714742920754192,671.0,200,3,MAPS
Tumor,0.8676207513416816,0.8807506053268765,0.8741363772904777,0.985424058999513,1652.0,200,3,MAPS
overall,0.6864286030212993,0.7762254611064566,0.7172831919878888,0.7281013010505809,,200,3,MAPS
B,0.0,0.0,0.0,0.8872886662492173,3240.0,10,4,MAPS
CD4 T,0.34843542346260725,0.3847385272145144,0.3656882013567489,0.6519515758714256,7496.0,10,4,MAPS
